file,folder,model,auc,precision,recall,f1,threshold,time
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.8248429434944943,0.2624242305755615
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.010330578512396695,0.003232062055591467,0.004923682914820286,0.633009321172419,0.2624242305755615
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.007121661721068249,0.023270846800258566,0.01090578612541654,0.4411756988503438,0.2624242305755615
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.009027777777777777,0.008403361344537815,0.008704385671242048,0.5465496196043694,0.2624242305755615
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.6707809392731245,0.2624242305755615
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.7303672784811802,0.2624242305755615
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.9504029554974919,0.2624242305755615
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.7754430084583576,0.2624242305755615
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,1.1154741190410467,0.2624242305755615
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,AutoEncoder,0.49922941891122397,0.11351351351351352,0.013574660633484163,0.02424942263279446,0.7150355577468872,34.8622510433197
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,AutoEncoder,0.49922941891122397,0.10751104565537556,0.04718810601163542,0.06558849955076371,0.5542652010917664,34.8622510433197
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,AutoEncoder,0.49922941891122397,0.050182704019488426,0.13316095669036845,0.07289455060155697,0.3934948146343231,34.8622510433197
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,AutoEncoder,0.49922941891122397,0.07291666666666667,0.06787330316742081,0.07030465349849348,0.4947705864906311,34.8622510433197
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,AutoEncoder,0.49922941891122397,0.1909722222222222,0.03555268261150614,0.05994550408719346,0.6641629338264465,34.8622510433197
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,AutoEncoder,0.49922941891122397,0.0625,0.005817711700064641,0.010644589000591367,0.7454211711883545,34.8622510433197
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,AutoEncoder,0.49922941891122397,0.11049723756906077,0.012928248222365869,0.023148148148148147,0.717246413230896,34.8622510433197
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,AutoEncoder,0.49922941891122397,0.14228456913827656,0.04589528118939883,0.06940371456500488,0.5865930318832397,34.8622510433197
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,AutoEncoder,0.49922941891122397,0.013513513513513514,0.0006464124111182935,0.0012338062924120913,0.8126451969146729,34.8622510433197
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_5,0.5111741492150772,0.08571428571428572,0.011635423400129283,0.020489470688673878,0.7126007284087954,1.4136064052581787
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_5,0.5111741492150772,0.08380520951302378,0.04783451842275371,0.060905349794238686,0.5539226699227512,1.4136064052581787
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_5,0.5111741492150772,0.08093328472475392,0.14350355526826114,0.1034965034965035,0.39524461143670697,1.4136064052581787
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_5,0.5111741492150772,0.06736111111111111,0.06270200387847447,0.06494810847003682,0.48248907020454285,1.4136064052581787
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_5,0.5111741492150772,0.0763888888888889,0.014221073044602456,0.023978201634877384,0.686609887905859,1.4136064052581787
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_5,0.5111741492150772,0.0,0.0,0.0,0.7947077525285835,1.4136064052581787
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_5,0.5111741492150772,0.07028753993610223,0.014221073044602456,0.023655913978494623,0.6794839483556991,1.4136064052581787
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_5,0.5111741492150772,0.0581570996978852,0.049773755656108594,0.05363984674329502,0.4972465587234329,1.4136064052581787
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_5,0.5111741492150772,0.1070615034168565,0.030381383322559793,0.0473313192346425,0.6469930791611587,1.4136064052581787
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_10,0.4962854353034819,0.053763440860215055,0.006464124111182934,0.01154068090017311,0.7344129773282464,1.6654181480407715
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_10,0.4962854353034819,0.08653846153846154,0.04654169360051713,0.0605296343001261,0.5710764833355332,1.6654181480407715
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_10,0.4962854353034819,0.07085463842220599,0.12540400775694893,0.09054842473745624,0.40773998934281996,1.6654181480407715
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_10,0.4962854353034819,0.06875,0.06399482870071105,0.06628724472715099,0.4944697439034257,1.6654181480407715
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_10,0.4962854353034819,0.0763888888888889,0.014221073044602456,0.023978201634877384,0.6886211282850169,1.6654181480407715
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_10,0.4962854353034819,0.04861111111111111,0.004524886877828055,0.00827912477823773,0.7995474920880418,1.6654181480407715
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_10,0.4962854353034819,0.07476635514018691,0.010342598577892695,0.018171493469619535,0.7130674898913859,1.6654181480407715
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_10,0.4962854353034819,0.06324110671936758,0.051712992889463474,0.05689900426742532,0.5156827077752125,1.6654181480407715
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,KNN_10,0.4962854353034819,0.05913978494623656,0.014221073044602456,0.022928608650338717,0.669565430970548,1.6654181480407715
