file,folder,model,auc,precision,recall,f1,threshold,time
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.8248429434944943,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.010330578512396695,0.003232062055591467,0.004923682914820286,0.633009321172419,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.007121661721068249,0.023270846800258566,0.01090578612541654,0.4411756988503438,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.01120632827949901,0.07692307692307693,0.019562715765247412,0.3452588876893061,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.010532407407407407,0.058823529411764705,0.017865907529203886,0.3788794673642666,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0078125,0.029088558500323207,0.012316956343232517,0.4275600525028992,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.006597222222222222,0.012281835811247576,0.008583690987124463,0.49005057036550165,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.009027777777777777,0.008403361344537815,0.008704385671242048,0.5465496196043694,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.6707809392731245,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.7303672784811802,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.9504029554974919,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,0.7754430084583576,0.35600996017456055
dati/TSB-UAD-Public/Daphnet/S01R02E0.test.csv@1.out,Daphnet,IForest,0.38955691848303775,0.0,0.0,0.0,1.1154741190410467,0.35600996017456055
dati/TSB-UAD-Public/Dodgers/101-freeway-traffic.test.out,Dodgers,IForest,0.8201424191109636,0.821608040201005,0.0582679971489665,0.10881863560732113,0.8333423597882048,0.5572109222412109
dati/TSB-UAD-Public/Dodgers/101-freeway-traffic.test.out,Dodgers,IForest,0.8201424191109636,0.7266163439448639,0.39451176051318604,0.51137544751126,0.6713506244237375,0.5572109222412109
dati/TSB-UAD-Public/Dodgers/101-freeway-traffic.test.out,Dodgers,IForest,0.8201424191109636,0.43285051328927016,0.5484675694939416,0.48384814902145723,0.5093588890592701,0.5572109222412109
